freelancer_id,hours_worked_per_week,experience_years,skills_count,average_rating,completed_projects,client_return_rate,hourly_rate,region,income_generated
1211,13,6.9,15,3.26,44,0.31,148.56,Europe,6515.23
1212,38,4.7,1,4.36,147,0.49,145.36,Asia,24239.82
1213,16,3.4,1,3.81,49,0.6,36.56,Africa,1716.07
1214,39,3.4,9,3.44,88,0.93,142.53,Asia,16374.91
1215,39,8.8,12,4.76,58,0.24,106.92,Europe,18643.11
1216,5,1.1,4,4.18,91,0.15,67.24,Europe,777.07
1217,44,0.0,13,3.16,135,0.87,113.55,North America,15134.25
1218,26,1.0,7,3.81,94,0.94,136.02,Oceania,11644.97
1219,33,0.7,8,4.2,169,0.49,35.22,Oceania,4873.69
1220,12,3.3,13,4.22,78,0.12,37.44,Oceania,1910.81
1221,15,3.0,11,3.95,122,0.49,67.22,Oceania,4633.49
1222,45,2.7,9,2.52,143,0.11,33.69,North America,4499.2
1223,41,0.0,16,3.92,76,0.88,60.46,Africa,11075.76
1224,18,3.9,10,4.74,53,0.71,100.4,Oceania,5705.88
1225,34,1.2,11,4.9,23,0.24,123.79,South America,12721.53
1226,39,3.3,12,3.9,77,0.89,52.27,Europe,7375.39
1227,25,2.4,14,5.0,73,0.64,49.44,North America,3278.44
1228,41,1.3,19,3.39,88,0.95,119.16,Asia,16458.83
1229,9,0.4,12,3.79,103,0.98,63.34,Oceania,1948.01
1230,23,0.3,18,4.65,94,0.0,124.59,North America,8023.56
1231,18,5.3,17,4.57,193,0.12,149.07,Asia,12068.53
1232,30,7.5,3,4.2,60,0.55,147.15,North America,14925.67
1233,8,3.1,1,3.64,10,0.96,102.78,Asia,3726.25
1234,29,0.3,19,3.64,102,0.99,62.53,North America,8350.85
1235,49,1.5,4,3.84,58,0.57,19.17,North America,2316.18
1236,46,3.9,16,3.66,175,0.17,113.33,Oceania,18774.96
1237,29,4.5,12,4.27,143,0.16,146.92,Africa,16756.47
1238,22,0.4,13,4.15,9,0.76,19.52,South America,1716.65
1239,44,0.0,17,3.62,13,0.59,10.86,Europe,1836.19
1240,12,3.7,8,4.02,151,0.55,126.45,South America,5725.14
1241,43,1.3,13,2.88,161,0.47,24.32,Africa,2740.51
1242,44,0.9,5,4.37,137,0.73,21.43,Oceania,3325.85
1243,18,0.0,18,4.56,131,0.86,137.45,Asia,10990.39
1244,36,2.3,15,3.74,73,0.3,21.14,South America,3372.34
1245,55,5.7,12,3.81,116,0.22,25.96,Europe,6493.91
1246,42,9.5,17,4.33,153,0.67,89.74,Oceania,14912.06
1247,37,2.5,15,4.25,125,0.91,115.95,Europe,10705.43
1248,27,2.2,2,4.59,111,0.35,65.94,Asia,8835.65
1249,19,0.3,6,3.81,71,0.27,68.88,Europe,5962.44
1250,37,2.4,17,3.87,164,0.23,98.57,Africa,9522.16
1251,29,1.4,16,4.09,89,0.25,80.76,South America,6348.34
1252,21,2.8,17,3.67,20,0.13,12.61,Europe,1054.68
1253,37,1.5,9,4.08,81,0.6,25.9,South America,4307.61
1254,51,0.8,5,3.68,182,0.28,91.42,North America,15387.89
1255,59,0.3,1,4.41,90,0.61,121.11,South America,19576.35
1256,6,1.1,6,3.73,19,0.08,116.83,Asia,2590.6
1257,18,0.3,14,4.33,188,0.12,113.61,Africa,6563.44
1258,57,0.6,17,4.93,165,0.54,117.98,Oceania,21881.88
1259,44,13.1,19,4.41,112,0.51,16.22,Europe,2937.98
1260,44,1.8,1,4.29,131,0.27,135.31,Oceania,27053.02
1261,55,2.3,1,3.52,107,0.83,134.5,Africa,27854.84
1262,43,6.2,13,4.89,121,0.19,84.47,South America,14255.44
1263,55,16.3,14,4.76,92,0.36,44.8,Europe,9517.16
1264,10,2.6,6,4.12,147,0.56,92.9,Africa,3501.11
1265,10,5.0,6,4.01,181,0.87,88.1,Asia,2794.64
1266,7,1.2,1,3.79,174,0.42,41.21,North America,750.54
1267,11,1.1,14,5.0,80,0.4,94.44,North America,3213.36
1268,55,1.5,3,4.59,184,0.58,121.62,Asia,30617.91
1269,12,3.3,10,3.82,198,0.32,122.85,Oceania,6580.26
1270,46,3.4,19,4.75,31,0.71,18.36,North America,3022.93
1271,56,1.1,19,4.87,53,0.25,37.6,Asia,9706.35
1272,19,0.4,19,4.19,113,0.82,103.55,South America,9112.41
1273,51,3.0,4,4.03,34,0.27,130.38,Oceania,30588.94
1274,33,0.4,19,3.7,31,0.99,82.97,Oceania,7760.44
1275,37,2.6,10,4.55,188,0.32,109.05,Asia,16479.42
1276,56,3.5,2,3.99,139,0.88,12.95,North America,2626.82
1277,34,3.6,4,3.97,6,0.4,95.18,South America,13474.19
1278,43,4.2,6,4.19,27,0.25,144.67,Oceania,18521.91
1279,31,6.2,7,3.79,7,0.23,102.54,Asia,13250.87
1280,40,2.1,16,4.96,49,0.85,139.12,Asia,18577.74
1281,33,3.9,7,4.68,96,0.31,89.24,Oceania,12693.18
1282,42,2.9,18,4.24,60,0.34,128.07,Oceania,23189.47
1283,37,0.6,19,3.77,33,0.2,27.38,South America,2920.63
1284,41,0.1,9,3.8,47,0.96,27.29,Oceania,3453.31
1285,31,1.0,10,3.78,172,0.24,26.83,Europe,3374.09
1286,59,1.8,13,3.58,119,0.25,78.44,North America,17164.28
1287,37,2.9,18,4.36,27,0.94,56.24,Oceania,7906.39
1288,8,5.7,16,3.88,22,0.9,110.69,Europe,3914.02
1289,26,0.7,17,3.85,47,0.25,136.37,South America,15395.9
1290,6,0.4,13,3.79,93,0.86,96.71,South America,1738.5
1291,14,9.9,12,4.7,176,0.25,39.85,Africa,2513.82
1292,9,0.3,10,3.82,158,0.08,140.32,Africa,5418.73
1293,14,2.0,1,4.83,2,0.82,83.9,South America,5309.52
1294,37,2.6,8,4.06,143,0.77,110.79,Africa,12869.67
1295,58,2.3,18,3.58,47,0.29,134.67,Asia,20795.79
1296,42,0.3,2,4.43,27,0.09,148.58,Europe,18253.66
1297,17,0.2,16,4.64,199,0.21,80.85,South America,6404.1
1298,35,0.3,12,3.77,27,0.77,123.13,Asia,14878.33
1299,51,2.6,9,4.23,141,0.96,89.36,North America,15302.12
1300,40,2.4,3,4.36,183,0.26,78.1,North America,7817.47
1301,49,0.8,4,4.25,145,0.82,85.28,Africa,10711.79
1302,28,3.0,2,3.97,75,0.23,77.8,Africa,9081.39
1303,56,5.1,8,4.64,187,0.68,68.94,Asia,14915.35
1304,19,0.1,10,4.07,10,0.08,111.32,North America,7969.29
1305,33,2.1,16,3.9,121,0.59,44.95,Oceania,3749.96
1306,12,3.5,11,3.32,33,0.27,96.29,South America,4028.92
1307,9,0.9,18,3.32,165,0.93,109.81,Oceania,4423.9
1308,33,1.1,14,4.31,126,0.29,134.89,Europe,12711.88
1309,51,2.9,8,4.16,8,0.4,56.46,Africa,13125.35
1310,8,6.8,15,4.64,161,0.84,130.48,Asia,3046.81
1311,16,5.0,17,4.77,135,0.44,142.34,Oceania,6085.65
1312,49,2.6,18,4.08,162,0.24,100.82,Africa,17278.06
1313,6,3.9,6,4.67,71,0.55,118.0,Asia,3131.09
1314,31,1.4,14,3.92,135,0.84,66.8,North America,6680.57
1315,35,3.1,3,4.13,41,0.43,143.3,Africa,19868.84
1316,55,1.9,7,4.11,118,0.13,103.92,Oceania,22018.15
1317,55,0.6,15,4.99,55,0.38,53.42,Asia,8103.17
1318,40,3.6,16,3.56,7,0.95,66.6,Asia,8444.02
1319,40,2.4,16,4.23,84,0.07,96.49,Oceania,18221.82
1320,30,1.3,8,3.85,146,0.41,42.78,Africa,3677.3
1321,47,7.3,7,4.05,171,0.65,115.55,Europe,21821.18
1322,31,0.1,6,4.03,78,0.08,41.46,South America,6198.15
1323,9,1.1,2,4.24,168,0.34,92.85,North America,2022.58
1324,24,0.2,13,4.87,53,0.94,107.58,Oceania,8475.28
1325,15,4.4,12,5.0,14,0.03,130.36,Oceania,5665.06
1326,14,3.6,15,4.53,149,0.75,112.75,Africa,4545.17
1327,44,1.2,9,3.71,113,0.84,121.84,Africa,14507.74
1328,42,3.4,2,4.11,57,0.28,137.81,Europe,22979.8
1329,10,1.5,17,4.33,91,0.21,93.69,North America,3724.92
1330,12,4.2,5,4.0,46,0.91,128.48,Africa,6145.37
1331,27,1.8,11,4.06,154,0.76,42.46,Europe,5023.55
1332,51,1.6,19,4.16,91,0.11,124.06,Oceania,17477.44
1333,30,8.2,7,4.59,152,0.21,41.04,South America,3527.95
1334,50,0.9,2,4.47,133,0.62,140.85,Asia,22679.02
1335,47,0.4,16,3.89,170,0.42,56.2,South America,7681.41
1336,16,2.6,12,4.5,102,0.5,34.06,South America,1602.99
1337,30,10.5,15,5.0,106,0.95,30.74,South America,3128.7
1338,17,1.4,1,3.44,171,0.42,36.22,South America,2540.89
1339,44,0.2,13,3.98,128,0.88,72.66,Asia,15076.27
1340,22,1.2,6,3.94,32,0.66,83.1,Oceania,5045.1
1341,29,2.1,13,4.24,6,0.12,137.93,North America,17292.9
1342,37,0.5,18,3.29,74,0.74,63.34,North America,10380.28
1343,51,3.2,3,4.88,195,0.52,40.45,Oceania,7368.29
1344,44,18.3,1,4.22,135,0.23,114.13,Europe,13283.91
1345,47,1.8,15,4.35,29,0.29,28.85,Europe,6230.35
1346,16,1.3,13,4.29,34,0.56,134.92,Africa,8588.6
1347,48,1.5,5,3.94,7,0.6,67.32,South America,15096.1
1348,40,0.4,13,4.55,81,0.97,95.94,South America,13613.08
1349,52,6.4,5,4.2,77,0.85,36.07,Asia,6179.5
1350,8,1.6,19,3.16,58,0.21,30.37,South America,865.69
1351,9,1.5,18,4.15,85,0.77,121.84,Asia,4868.99
1352,41,3.2,10,4.06,159,0.01,70.16,Africa,8336.39
1353,12,1.8,8,4.55,73,0.13,148.14,Europe,4444.17
1354,46,3.1,15,5.0,45,0.2,83.4,Europe,14034.33
1355,53,0.2,4,4.39,47,0.6,128.39,Africa,22059.48
1356,32,5.0,2,5.0,77,0.19,147.19,Africa,14563.07
1357,35,8.5,6,3.86,73,0.37,49.36,Oceania,6952.61
1358,13,3.1,3,3.89,168,0.24,122.12,South America,5063.75
1359,58,9.3,7,4.08,116,0.34,13.08,Europe,2572.24
1360,55,0.5,10,4.41,30,0.94,105.17,North America,13808.2
1361,33,1.9,6,3.88,190,1.0,114.33,Africa,14529.78
1362,18,2.8,16,3.39,71,0.69,76.83,Europe,3554.96
1363,44,2.6,2,4.21,145,0.57,32.69,Europe,4118.94
1364,45,1.5,17,3.63,103,0.71,96.34,Asia,17844.15
1365,26,1.2,13,4.76,133,0.77,135.65,Europe,11357.67
1366,15,0.4,1,4.52,104,0.74,140.38,Africa,5971.96
1367,27,1.5,6,3.82,122,0.08,114.45,South America,11626.84
1368,5,0.5,5,4.43,129,0.31,46.92,Europe,566.19
1369,50,4.0,13,3.93,31,0.34,131.85,North America,20154.51
1370,41,0.7,18,4.17,163,0.37,134.44,Africa,21431.43
1371,25,0.2,12,4.18,109,0.34,61.41,South America,6362.33
1372,30,2.4,7,4.03,72,0.79,35.62,Oceania,4462.8
1373,50,2.7,15,4.62,158,0.75,132.45,South America,23504.69
1374,40,6.2,3,3.64,127,0.0,133.91,Africa,18382.45
1375,58,2.6,16,4.47,85,0.3,24.13,Oceania,5993.0
1376,27,1.3,1,4.35,15,0.62,145.38,South America,11234.78
1377,5,4.9,16,3.5,56,0.12,84.63,North America,1196.75
1378,58,2.3,12,3.8,188,0.07,149.12,Europe,34354.24
1379,59,0.2,19,3.65,27,0.83,72.3,Africa,14270.1
1380,55,2.5,8,4.02,2,0.45,84.66,Europe,19437.28
1381,44,7.2,12,4.22,74,0.86,47.25,Europe,6121.81
1382,19,1.5,15,3.74,64,0.82,135.85,South America,8309.11
1383,25,1.1,2,4.68,5,0.89,72.12,Africa,8047.93
1384,51,0.5,17,4.73,91,0.05,124.05,Europe,21207.82
1385,13,0.5,7,4.82,68,0.19,21.16,Asia,1029.55
1386,57,1.7,13,2.84,141,0.3,120.35,North America,18342.84
1387,13,2.7,1,5.0,81,0.14,78.63,Oceania,2825.22
1388,14,0.3,6,4.28,85,0.49,10.76,South America,-24.73
1389,56,8.4,13,4.22,23,0.8,41.68,Africa,7532.37
1390,57,4.2,11,4.15,97,0.95,37.12,Africa,10330.49
1391,30,2.7,10,3.54,178,0.89,115.25,South America,15546.55
1392,45,5.3,16,4.38,124,0.46,76.81,Europe,13667.19
1393,39,0.3,17,5.0,37,0.64,32.36,South America,5683.4
1394,56,1.9,17,4.28,30,0.23,45.95,Africa,9615.0
1395,29,3.0,4,3.64,151,0.4,80.57,Asia,7624.44
1396,30,5.3,5,3.44,162,0.87,12.75,Europe,737.92
1397,15,4.6,14,4.05,192,0.03,69.38,Oceania,4317.95
1398,42,1.0,10,3.83,183,0.53,104.93,South America,12682.69
1399,6,8.5,14,4.55,199,0.87,82.49,Africa,1831.83
1400,11,0.4,1,4.89,117,0.12,93.73,Oceania,4776.03
1401,22,6.2,11,4.43,9,0.98,55.73,Africa,3251.54
1402,31,10.6,18,4.16,132,0.01,35.63,Africa,2844.61
1403,38,0.6,16,4.13,66,0.89,123.36,Asia,13753.88
1404,31,3.8,18,4.24,120,0.35,136.79,Europe,16047.66
1405,21,0.1,8,3.62,124,0.13,81.5,South America,4828.33
1406,47,1.6,10,4.5,161,0.16,52.71,Europe,8941.68
1407,48,2.2,10,3.66,160,0.7,81.57,Africa,12395.55
1408,55,2.6,5,4.76,44,0.87,133.06,Asia,26517.11
1409,58,8.2,10,4.02,109,0.64,106.8,Oceania,19208.61
1410,28,3.3,18,4.62,37,0.93,130.21,Asia,17018.32
1411,29,2.0,6,3.46,67,0.84,55.97,Africa,6032.36
1412,11,5.0,3,4.61,60,0.01,109.68,Europe,4923.97
1413,56,9.0,8,4.88,187,0.67,101.43,Oceania,22763.15
1414,10,0.1,9,3.56,36,0.3,90.03,Europe,3155.32
1415,57,12.1,5,4.14,49,0.45,83.95,Asia,14059.75
1416,28,0.3,2,4.37,179,0.09,87.14,Oceania,8813.66
1417,37,5.1,2,4.39,107,0.28,128.95,North America,18944.42
1418,53,1.0,7,4.03,8,0.63,138.24,Asia,25646.77
1419,33,0.4,17,3.94,178,0.22,25.8,Oceania,2095.78
1420,47,1.7,10,4.33,41,0.65,89.63,Asia,10689.66
1421,26,3.1,12,4.38,101,0.92,138.58,South America,11517.43
1422,30,1.4,2,3.89,113,0.0,28.86,Asia,2435.72
1423,32,0.2,10,3.79,109,0.79,67.8,North America,9879.99
1424,54,2.7,1,4.81,166,0.64,22.47,Oceania,3673.66
1425,25,7.0,4,4.25,86,0.05,25.89,Oceania,2262.94
1426,53,1.4,13,3.06,78,0.79,136.58,Asia,30046.5
1427,11,0.7,12,4.81,55,0.22,72.47,Europe,3684.14
1428,21,1.8,11,3.9,110,0.27,106.42,South America,7848.78
1429,24,0.1,10,4.23,196,0.09,29.45,South America,2149.5
1430,45,5.2,15,4.39,146,0.53,13.07,Asia,1956.77
1431,53,5.3,5,3.46,65,0.5,134.67,South America,24495.91
1432,24,2.7,17,4.06,64,0.35,90.44,South America,7188.92
1433,58,1.3,5,4.86,140,0.17,12.8,Asia,2134.31
1434,26,4.8,2,4.74,118,0.84,148.93,North America,10512.74
1435,32,2.4,9,4.05,169,0.88,78.91,Oceania,11617.43
1436,44,5.2,6,4.56,42,0.54,76.62,Asia,8346.03
1437,53,3.0,18,4.62,117,0.24,96.93,Europe,17983.98
1438,11,4.6,14,4.6,188,0.1,11.11,Africa,452.19
1439,5,2.7,19,3.63,50,0.87,89.68,North America,1813.35
1440,36,1.6,14,5.0,164,0.1,98.13,Asia,11477.84
1441,17,9.5,8,3.97,48,0.01,51.57,North America,2548.16
1442,34,2.3,17,4.25,199,0.47,111.76,Africa,18271.79
1443,27,2.8,3,4.02,73,0.73,62.84,South America,4253.49
1444,55,0.7,10,4.31,136,0.46,110.49,South America,24633.75
1445,23,2.9,17,3.77,153,0.05,30.14,Africa,2924.07
1446,36,2.5,11,4.09,135,0.69,137.92,South America,11907.39
1447,34,0.6,8,4.29,106,0.64,133.12,North America,18791.01
1448,33,0.2,1,4.81,8,0.68,31.09,South America,4884.49
1449,53,2.8,13,4.75,110,0.21,141.38,Africa,29578.64
1450,49,4.3,4,4.78,31,0.8,88.09,Africa,14532.62
1451,33,2.2,7,4.63,12,0.48,108.23,Oceania,16347.6
1452,34,0.8,14,5.0,127,0.54,127.64,Africa,15948.2
1453,20,3.3,5,4.05,57,0.55,21.7,Europe,1783.02
1454,44,0.3,11,4.12,194,0.29,33.7,North America,5572.19
1455,23,1.7,17,4.1,140,0.25,50.65,Africa,3122.48
1456,22,0.5,5,4.17,27,0.0,76.81,Oceania,4873.77
1457,5,0.6,3,3.48,46,0.4,58.45,North America,641.04
1458,18,0.7,5,4.33,135,0.49,80.82,Oceania,3880.06
1459,55,1.5,15,4.45,61,0.74,36.03,Europe,4671.43
1460,51,0.2,19,4.07,186,0.07,105.5,North America,18347.33
1461,54,1.5,16,3.32,58,0.92,17.8,Asia,2693.06
1462,6,2.2,8,4.21,13,0.26,60.6,Europe,2197.2
1463,58,2.0,13,3.55,181,0.37,35.06,Europe,8448.3
1464,32,1.4,16,4.41,100,0.05,112.19,South America,13536.92
1465,53,5.5,3,4.26,193,0.65,133.71,Africa,25368.77
1466,54,0.5,1,4.31,49,0.71,21.03,Europe,3477.49
1467,34,2.1,9,3.67,35,0.93,119.91,North America,14640.53
1468,42,0.2,9,4.83,94,0.34,135.4,Asia,22784.27
1469,55,0.2,17,4.29,95,0.26,146.36,North America,34271.6
1470,8,2.6,2,3.74,145,0.73,91.11,North America,1979.93
1471,5,2.5,9,4.49,72,0.71,55.83,Asia,1111.72
1472,12,6.3,19,4.25,195,0.94,55.08,Oceania,2830.57
1473,33,2.4,13,5.0,123,0.21,63.06,South America,8008.13
1474,59,9.6,5,3.92,10,0.71,95.77,Africa,16792.95
1475,43,0.1,9,3.58,162,0.07,78.63,Europe,12664.82
1476,7,0.3,13,4.34,4,0.48,101.51,Africa,2625.73
1477,36,0.1,1,4.71,125,0.12,15.5,South America,2181.54
1478,14,0.6,15,5.0,29,0.65,24.82,Oceania,1049.82
1479,14,2.3,4,5.0,46,0.6,146.72,Asia,5330.98
1480,23,3.1,4,3.42,174,0.05,149.35,Africa,9785.6
1481,50,0.1,10,4.13,77,0.32,114.53,North America,15314.05
1482,38,8.8,6,3.58,59,0.4,45.9,Europe,5141.99
1483,37,5.5,12,4.08,189,0.25,143.47,Europe,16058.78
1484,27,1.1,16,5.0,196,0.04,39.92,Oceania,2824.3
1485,59,0.2,3,3.79,66,0.32,112.4,South America,19750.62
1486,32,0.6,14,4.19,162,0.79,26.14,South America,3437.96
1487,36,0.4,1,3.91,107,0.36,100.85,Asia,15297.72
1488,54,0.4,10,3.7,86,0.32,116.33,South America,20041.41
1489,11,2.2,15,5.0,133,0.94,130.35,Africa,4585.84
1490,33,0.8,7,3.43,9,0.04,112.8,Europe,16428.15
1491,12,1.3,4,4.16,20,0.77,139.29,Asia,6332.42
1492,5,13.7,14,4.24,149,0.48,82.93,South America,1466.74
1493,59,3.5,16,4.18,127,0.94,104.84,North America,25595.79
1494,7,8.9,14,4.04,17,0.39,61.74,Europe,1499.87
1495,28,0.5,3,5.0,12,0.71,11.45,Asia,1067.91
1496,27,1.4,17,3.14,82,0.07,115.94,Europe,14848.73
1497,12,2.4,14,4.42,67,0.93,131.78,Africa,4869.8
1498,58,0.2,18,4.44,133,0.34,34.35,Oceania,9147.95
1499,51,0.0,3,4.34,188,0.52,14.01,South America,2389.76
1500,41,3.3,19,3.78,53,0.14,33.03,Oceania,4927.2
1501,7,3.1,3,4.8,180,0.95,135.34,South America,3129.59
1502,55,1.6,12,4.78,176,0.67,51.37,South America,12175.96
1503,37,2.0,5,3.77,147,0.05,42.72,North America,4500.62
1504,32,1.6,10,3.6,145,0.16,12.04,Africa,1347.19
1505,51,0.1,9,3.5,54,0.4,51.59,North America,10976.02
1506,12,1.2,1,4.31,68,0.22,110.19,Africa,4647.34
1507,38,0.6,13,4.22,35,0.3,144.27,Africa,14694.07
1508,39,0.3,3,4.02,88,1.0,53.78,Africa,6379.25
1509,36,9.4,19,5.0,169,0.66,43.7,South America,6318.27
1510,28,2.7,11,3.97,141,0.92,134.33,South America,17022.85
1511,18,3.9,16,4.29,161,0.44,129.35,South America,8363.69
1512,36,1.1,6,4.1,15,0.71,55.94,North America,7770.6
1513,50,1.5,3,5.0,191,0.46,19.63,Asia,3240.63
1514,47,0.8,19,3.21,15,0.33,148.88,Oceania,23856.81
1515,20,0.3,6,4.05,31,0.52,105.3,Africa,6737.98
1516,8,0.6,8,4.51,107,0.43,139.72,North America,4520.9
1517,56,4.8,13,4.09,156,0.98,57.86,South America,15795.11
1518,41,3.4,12,3.55,10,0.5,100.68,Oceania,18067.01
1519,58,2.4,10,4.29,57,0.81,104.43,South America,16986.42
1520,25,1.9,3,3.39,199,0.67,132.21,Asia,12795.56
1521,18,7.7,4,4.54,161,0.48,149.03,South America,7165.03
1522,35,0.2,1,3.99,7,0.47,25.21,Africa,2887.97
1523,59,1.0,13,3.91,133,0.34,98.36,Europe,16057.85
1524,52,1.3,4,4.72,125,0.11,57.1,Oceania,9594.58
1525,22,4.6,11,3.7,119,0.76,123.63,South America,11163.81
1526,11,14.7,19,3.43,80,0.92,115.58,Asia,4578.31
1527,14,0.8,11,3.74,124,0.22,134.95,Oceania,8840.63
1528,11,6.2,12,5.0,57,0.93,58.12,Europe,1972.8
1529,37,5.3,11,3.7,72,0.23,35.83,Oceania,4175.23
1530,27,0.8,6,4.38,168,0.53,13.05,Africa,1218.58
1531,25,1.5,12,4.62,28,0.34,45.77,Africa,3197.08
1532,23,1.6,9,3.73,36,0.11,61.4,Africa,6734.88
1533,52,11.5,10,3.73,56,0.05,142.45,Asia,24546.46
1534,23,0.6,3,4.29,175,0.37,78.79,Europe,8614.76
1535,40,4.8,3,4.31,199,0.05,87.9,Africa,11867.14
1536,33,1.2,16,4.87,116,0.1,133.22,South America,12817.88
1537,22,3.9,3,3.82,168,0.14,133.91,Europe,7969.67
1538,6,1.6,10,4.01,59,0.0,83.91,Africa,2329.27
1539,5,2.6,11,5.0,171,0.15,25.92,Europe,722.79
1540,51,5.4,8,3.3,123,0.58,47.87,Oceania,11774.82
1541,9,4.9,6,3.2,66,0.82,73.96,South America,2073.29
1542,24,6.0,11,3.51,9,0.19,115.16,North America,8167.28
1543,15,0.2,12,4.75,134,0.08,109.64,Africa,6342.4
1544,46,3.5,16,3.98,119,0.73,99.98,South America,12456.39
1545,6,0.5,18,3.98,122,0.01,133.23,Asia,1891.53
1546,7,1.6,13,3.72,65,0.73,122.37,Oceania,3874.92
1547,27,2.4,3,4.66,131,0.13,147.5,Africa,13604.79
1548,59,1.5,15,3.52,165,0.23,134.48,North America,28954.67
1549,16,2.2,14,3.91,127,0.12,37.39,Oceania,1347.61
1550,24,17.0,18,3.74,87,0.25,18.07,South America,790.2
1551,9,0.4,14,2.86,33,0.8,68.03,Oceania,1901.64
1552,41,3.4,5,3.96,137,0.13,96.45,South America,14415.94
1553,42,1.5,14,4.17,53,0.99,100.03,Europe,17896.48
1554,34,0.4,8,3.81,92,0.33,47.45,Africa,6013.46
1555,13,0.5,15,4.07,51,0.92,130.38,North America,7110.83
1556,38,8.9,15,4.08,71,0.19,56.09,Asia,5843.03
1557,57,6.4,19,4.13,154,0.19,138.68,Europe,20490.93
1558,48,7.1,6,3.67,144,0.57,76.02,Africa,10334.05
1559,39,14.3,19,3.64,40,0.05,11.45,North America,1640.63
1560,56,0.7,8,4.22,179,0.8,32.69,Europe,7951.25
1561,26,1.3,6,3.46,39,0.44,24.32,North America,1797.36
1562,48,3.3,15,4.09,183,0.7,16.16,Oceania,2010.15
1563,28,2.0,3,5.0,164,0.17,109.96,North America,12952.19
1564,21,1.6,10,4.18,121,0.64,36.92,Europe,3501.57
1565,14,1.3,15,3.29,193,0.59,127.41,Europe,7635.54
1566,34,2.7,16,4.29,85,0.76,47.03,Africa,4634.68
1567,50,2.6,17,4.61,173,0.3,14.53,Europe,2712.81
1568,27,0.5,19,3.8,137,0.93,124.89,Oceania,14295.05
1569,36,1.9,11,4.05,37,0.96,75.26,Africa,8078.56
1570,21,2.4,16,3.76,87,0.87,93.93,North America,7261.44
1571,54,2.5,5,3.97,129,0.57,57.07,Europe,9661.77
1572,55,0.7,5,3.87,194,0.42,16.45,Africa,2245.54
1573,21,4.1,14,4.42,63,0.06,61.82,Africa,6038.36
1574,18,0.1,18,5.0,43,0.95,82.56,Asia,7012.51
1575,13,1.3,8,4.23,156,0.95,11.64,Africa,628.97
1576,44,4.5,5,3.43,100,0.02,90.4,Africa,10805.1
1577,6,2.5,7,5.0,159,0.36,135.03,Asia,3379.51
1578,49,0.9,16,4.49,105,0.88,40.5,South America,5819.56
1579,29,3.6,14,4.59,197,0.08,139.75,Oceania,11226.14
1580,43,2.5,5,4.17,8,0.2,23.67,Europe,3376.06
1581,13,4.8,9,4.32,162,0.98,125.56,Asia,5949.99
1582,58,4.0,4,4.03,49,0.85,127.65,Africa,19349.57
1583,26,2.8,4,4.65,96,0.91,46.09,Africa,4507.03
1584,47,2.0,16,3.96,186,0.14,144.1,Europe,16281.43
1585,50,0.4,17,4.44,123,0.21,68.32,Oceania,15825.14
1586,8,0.9,15,4.68,47,0.61,29.78,North America,1277.35
1587,30,1.6,4,4.82,25,0.5,92.84,Asia,11150.35
1588,33,2.7,6,4.72,131,0.3,149.53,South America,17535.73
1589,49,2.2,16,3.69,173,0.88,135.9,Europe,19980.98
1590,38,1.0,4,4.99,114,0.9,49.0,Europe,7684.75
1591,27,0.0,6,4.53,180,0.29,90.78,Asia,11514.48
1592,41,2.1,5,4.35,99,0.16,26.15,Africa,2952.48
1593,15,1.0,16,4.41,96,0.15,74.66,Africa,3862.35
1594,10,4.0,16,4.12,34,0.48,83.23,South America,2361.53
1595,22,0.1,10,3.97,197,0.13,54.14,Asia,4061.49
1596,25,2.6,9,4.02,109,0.47,77.79,Europe,6768.54
1597,46,8.5,4,4.84,92,0.46,138.79,Asia,29938.5
1598,40,0.6,14,4.24,8,0.88,80.02,North America,9435.58
1599,45,1.9,4,4.34,155,0.3,126.34,Europe,20427.66
1600,42,0.3,12,4.23,63,0.56,54.43,South America,10835.14
1601,38,2.9,10,3.87,82,0.74,146.0,South America,19648.68
1602,21,2.4,4,3.13,25,0.6,23.08,Europe,2344.11
1603,41,1.6,18,4.58,186,0.95,91.98,Africa,9616.61
1604,29,2.2,13,4.53,176,0.6,120.58,Europe,16451.37
1605,42,6.8,13,4.19,129,0.9,123.97,Europe,15135.69
1606,16,0.7,14,3.65,8,0.25,37.76,North America,2772.51
1607,27,0.1,18,5.0,124,0.56,66.23,Europe,4731.61
1608,57,5.9,1,4.03,149,0.54,97.39,Oceania,19209.41
1609,46,2.6,16,4.32,98,0.99,54.22,Oceania,7720.47
1610,26,6.6,15,3.85,101,0.2,102.16,Asia,8852.16
1611,25,2.7,5,3.53,111,0.14,63.03,Asia,4853.61
1612,31,5.0,6,4.49,157,0.61,59.12,South America,8644.67
1613,35,1.7,6,3.45,158,0.22,25.13,Africa,2392.05
1614,10,4.2,3,4.31,3,0.64,15.5,South America,924.25
1615,31,7.3,16,4.32,135,0.97,126.94,North America,10596.86
1616,44,2.5,12,3.64,100,0.95,78.54,Europe,15007.97
1617,38,0.6,4,3.55,11,0.23,88.8,South America,12680.41
1618,16,0.9,1,3.81,160,0.17,62.11,Europe,4806.67
1619,49,0.7,4,3.89,59,0.56,29.14,South America,5096.18
1620,57,0.9,1,3.44,140,0.59,72.94,Europe,11492.41
1621,11,1.1,8,3.64,79,0.66,42.05,South America,1437.04
1622,14,2.4,5,4.24,38,0.74,127.28,Oceania,7455.09
